user,Subject,text
rocklotusfish,Joe Biden,"@JoeBiden You know the history, but you achieved nothing meaningful during your past 40+ years in the government. Trump 2020 landslide."
trumpsgottago1,Joe Biden,@JoeBiden @JoeBiden as long as your optimism is based in reality and not fantasy like @realDonaldTrump all will be ok!
jrnyinpeace,Joe Biden,@JoeBiden Hope doesn't stop evictions. Help stops evictions. Less hope and more help @JoeBiden.  Voters have heard enough happy talk.
AldusHobbs,Joe Biden,"@JoeBiden Lots of potentially very dry, dusty roads as we run low on primary water sources."
_soggycrouton,Joe Biden,@JoeBiden This tweet is meaningless.
wildaweed,Joe Biden,@JoeBiden Think of them as the Axis. Who’s your Ike? Your Patton? Your MacArthur? Start naming names and put them to work.
Kellyj74745728,Joe Biden,@JoeBiden With Muslims and China running show no thanks joe sold soul Gitmo awaits
xzulas,Joe Biden,"@JoeBiden There is no ""We"" there is the rich and the rest of us!!"
millerfred,Joe Biden,@JoeBiden Career politicians made it a tough road by taxing and over regulating our employers and businesses; vilif… https://t.co/y53mX3qW32
Tahdahling,Joe Biden,@JoeBiden You need more string. https://t.co/p0XDwVk7Ys
landen_roger,Joe Biden,@JoeBiden -I love this @JoeBiden parody account!!
HollyWilhelm4,Joe Biden,@JoeBiden https://t.co/5V3ec830SI
flylowflyslow,Joe Biden,@JoeBiden “Together” means Joe and his corporate sponsors. NOT US. He won’t do anything substantive to help us..
CraigMortensen8,Joe Biden,"@JoeBiden Comment from Democrat  Really, Mr Biden? I hear many people TO THIS DAY saying, ""better Trump than 'KILLA… https://t.co/8YbRofEq5d"
TheLiberalDemon,Joe Biden,"@JoeBiden You said it, Joe! Now let's pass Medicare for All! 😊"
agbdorn,Joe Biden,"@JoeBiden ""There is nothing we're unable to achieve when we do it together"" So you think M4A, GND &amp; free college ar… https://t.co/VV0SiXlNHf"
LaprocinaSue,Joe Biden,"@JoeBiden Did you forget? Your friends removed our history and you removed your public whipping station too, we no… https://t.co/g8c1AQHkvR"
marthaelenabaez,Joe Biden,@JoeBiden https://t.co/zUeLWvp2V8
MrsHuney8814,Joe Biden,@JoeBiden @AshtonBurtonVA You @JoeBiden have no clue! #pathetic
Neil50009405,Joe Biden,@JoeBiden I honestly believe the union should be dissolved at this point
SarcasmStardust,Joe Biden,@JoeBiden Which is why you just shot down policy proposals that are extremely popular with your base. 🖕🏼🖕🏼🖕🏼
gatorfanscott,Joe Biden,@JoeBiden Can we get better options for President?
Famke65331905,Joe Biden,@JoeBiden Stay in your basement.
NinaXCriedPOWER,Joe Biden,@JoeBiden What tf does this even MEAN???
lobo0506,Joe Biden,@JoeBiden Then how come the Dems are not working with us? Why do you go against our President at every turn. If you… https://t.co/Da5bEHnEBN
AmyA24883909,Joe Biden,@JoeBiden #HopefortheFuture
former_pod,Joe Biden,@JoeBiden Maybe you should at least give some lip service to policy that will help the non-rich in this country.  R… https://t.co/j0Pq1JZvsQ
ProudSocialist,Joe Biden,@JoeBiden This tweet is divorced from reality. You are making the road tougher for millions of Americans by refusin… https://t.co/yPECxaO7B7
andresha_bass,Joe Biden,"@JoeBiden We don't want to do anything with you, decades of your work are on display, accepting your policies will… https://t.co/lQ5Wj3Nl7d"
OfficialEugene7,Joe Biden,"@JoeBiden Then you said you are anti-legal cannabis, so #GoFuckYourselfJoeBiden I will #NeverVoteBiden."
ShouldBeFamous,Joe Biden,@JoeBiden You have to do it together because you can't even walk on your own
theshadowknows,Joe Biden,"@JoeBiden And we need strong relationships with our real allies and a strong stance toward Russia, North Korea, and… https://t.co/rBcXl41TEJ"
TKPOE13,Joe Biden,"@JoeBiden Illusion, maybe not, but delusions-you have many. #Trump2020  #Trump2020VictoryNowMoreThanEver  #WalkAway… https://t.co/PHJyhDyFP9"
BobLee57844237,Joe Biden,@JoeBiden Do you know where you are RIGHT NOW?
GrandmasHGArt,Joe Biden,"@JoeBiden Except Medicare for all, green new deal and preventing 30 million people getting evicted.  Piss off with… https://t.co/idrDkwCFYJ"
IAmBrandonTyler,Joe Biden,@JoeBiden What the fuck does this even mean? https://t.co/EbNuDvGX9A
Soyouthinkyour6,Joe Biden,"@JoeBiden Except and policy that helps we the people. Sure you'll make sure the banks,wall street, and mega corps g… https://t.co/9y1vWOiQV1"
Imdragonman420,Joe Biden,@JoeBiden This is your history of racism throughout your political career https://t.co/kniY3HIhCX
SWH19701,Joe Biden,"@JoeBiden $1000 says you don’t write your tweets. Hell, I’d bet another $1000 that you can’t even read them"
ClaireRawlings7,Joe Biden,@JoeBiden You are NOT helping..
JaysonsRage,Joe Biden,"@JoeBiden If you want the Left, you have to reach out to us. Earn our fucking votes."
duffy8383,Joe Biden,@JoeBiden Ummm I don't have a lobbyists. Where do I fit in? #M4All
TomQPublic1,Joe Biden,@JoeBiden @JennyJenGem1 Joe you have delusions of adequacy brought on by your dementia.
JemmingPaula,Joe Biden,"@JoeBiden Except provide Medicare for each and every citizen of this country. Can't seem to manage that, won't even… https://t.co/rlcjPoP9Qs"
lseeburr,Joe Biden,"@JoeBiden Dear whoever is writing Joe's tweets,  We're curious.  Joe's been in office since the early '70's. He sho… https://t.co/tWNi2wulNy"
RickJac34826290,Joe Biden,@JoeBiden You are delusional
shawnisaacs1,Joe Biden,"@JoeBiden If there's nothing we're unable to achieve, then why shoot yourself... shoot the public... before even ge… https://t.co/e2mbJGE7o9"
hair_trigger44,Joe Biden,@JoeBiden #Trump2020NowMoreThanEver
jenazy612,Joe Biden,@JoeBiden That’s just hallmarky
CaptainNemo911,Joe Biden,@JoeBiden Stop clogging the Twitter feed with bable! We know Joe does not write these. They are sent in from Chines… https://t.co/kY025pknC3
kam18973295,Joe Biden,@JoeBiden You forgot to reclaim your time before your tweet
Mr_Kroppy,Joe Biden,@JoeBiden Bro. Have you ever read about our history?
greyglittr,Joe Biden,@JoeBiden vapid platitudes are not confidence-inspiring
pawelita07,Joe Biden,@JoeBiden https://t.co/i9nKOi9Ptt
RomanMoroni,Joe Biden,"@JoeBiden I'm optimistic that Joe Biden won't get within kid sniffing distance of the Oval Office, unless he takes the tour."
mrolamideraheem,Joe Biden,@JoeBiden @GodessofChaos71 Platitude
HoichiDEarless,Joe Biden,@JoeBiden You said Trump was the first racist President dude. You clearly do not know the history and heart of this… https://t.co/Uk7OEji5sy
tweets4soros,Joe Biden,"@JoeBiden Wow, way to say absolutely nothing."
Yeats1941,Joe Biden,@JoeBiden You literally could not be more full of shit if you dehydrated and vacuum packed it.
FL5288,Joe Biden,@JoeBiden Who made this virus? Who send this virus to America? Who kill people everyday? Who will destroy US? Witho… https://t.co/0H01X9anEd
grlnxtdr29,Joe Biden,"@JoeBiden Dear @JoeBiden WHEN you are sworn in, will you promise to have trump thoroughly investigated for treason,… https://t.co/dNiPnaJ0lV"
gutter_rat4life,Joe Biden,@JoeBiden I’m all for joe- knock it off with these dumb optimistic tweets.
HPeterbauer,Joe Biden,@JoeBiden Yes real sweet.
Motts161416,Joe Biden,@JoeBiden You’ve done nothing for this country the whole time you’ve been in office. Stop hiding and come out of yo… https://t.co/yxNi5VOwv1
LivesKuato,Joe Biden,@JoeBiden Pure pablum. You literally rejected every progressive proposal. Not voting for you bud.
ccbugggg,Joe Biden,"@JoeBiden We know your history and your history is, you have done nothing to better America. I’m curious how does i… https://t.co/fBXNP7RwMt"
Motts161416,Joe Biden,@JoeBiden I want to see
TastefulNewts,Joe Biden,"@JoeBiden Except M4A, except police reform, except criminal justice reform, except taxing the rich, except free col… https://t.co/MJLJrAyaY2"
B0rdertourista,Joe Biden,"@JoeBiden We need specifics, Joe, not simply platitudes."
CaptainNemo911,Joe Biden,@JoeBiden You did not write this Joe! https://t.co/0t0ZAYVT4F
stevenmoro3,Joe Biden,"@JoeBiden You and ur party, have stated numerous times, “the heart of our country is systemically racist, misogynis… https://t.co/UPQgIlb4qn"
RealPotatoLola,Joe Biden,"@JoeBiden All these pathetic Dem politicians always preach like Inclusionist during election. Once in office, they… https://t.co/ucjY7K5KCG"
Sharon64063562,Joe Biden,@JoeBiden #unitedWeStandWithBiden
brundocks,Joe Biden,"@JoeBiden So you're saying you understand the depths of the crisis we are faced with, but you managed to say nothin… https://t.co/II7vsa91cT"
PizzaCatthew,Joe Biden,"@JoeBiden lmao your slogan may as well be ""good things aren't possible""."
MadMax17956746,Joe Biden,@JoeBiden You probably don't know what day it is. Go take a nap and think back on the good ole days. #dropoutjoe
CuriousYummies,Joe Biden,@JoeBiden Thank you Vice President Biden = Can't wait to call you President Biden!! I'm working for you because I k… https://t.co/jnBVOGY45C
Mrwaacky,Joe Biden,@JoeBiden You know who can handle hard work with you @BernieSanders
MichaelDePasq11,Joe Biden,"@JoeBiden I don’t think you know the history or heart of this country. The people rejected you, they rejected your… https://t.co/96lmLQJaHm"
song_philosophy,Joe Biden,@JoeBiden https://t.co/ho05vZtqYN
bearsbeetsbat16,Joe Biden,@JoeBiden https://t.co/SSZWXBF2pk
Fairy2820,Joe Biden,"@JoeBiden So true Mr.Biden,with God on one side on You on the other will be able to achieve everything 😊💙"
bansisharma,Joe Biden,"@JoeBiden Well said, sir, well said!  That's why I am confident American people will come together in November to h… https://t.co/a2e1kdqYu7"
Useurbrain911,Joe Biden,@JoeBiden https://t.co/6hO3pVliwE
K87327961G,Joe Biden,@JoeBiden I trust President Trump with my life. I won’t trust you taking care of a dead mouse 🐭
MikeSchlinkert,Joe Biden,@JoeBiden Look how much you and your family made.  DOUBLE WOW!
larrym013,Joe Biden,@JoeBiden But you’re insane!!
JeffFaatz1,Joe Biden,@JoeBiden Especially when you take your Aricept.
MJMcKay7,Joe Biden,@JoeBiden Please select Sally Yates for your VP! Please....
mofreestuff,Joe Biden,"@JoeBiden Again, when you say ""do it together"" you mean consolidating the left with the hard left and then paving o… https://t.co/K7jobuLA0Q"
normbnyc,Joe Biden,"@JoeBiden Good, Get Barr the hell out of DC."
JasonShriver5,Joe Biden,"@JoeBiden Lol, Joe's tweets are always at the top of the feed. 😂😂"
CardellVictoria,Joe Biden,@JoeBiden #BlueTsunami
happyrock,Joe Biden,@JoeBiden I'm recalling how the @DNC meddled with the primary and f*cked over the millions of progressive voters so… https://t.co/uNrkVKyoOR
Kcfan51,Joe Biden,@JoeBiden You belong in Gitmo with Obama &amp; all who participated in the Coup d’etat
RhondaQuade,Joe Biden,@JoeBiden The real question is how well your bank account knows the bowels of foreign countries!
Talking_SMak,Joe Biden,@JoeBiden Except #MedicareForAll &amp; relief for the ever-increasing number of people who are losing their jobs and/or… https://t.co/r1FZUkuMWG
Gaathan1963,Joe Biden,@JoeBiden And yet again @JoeBiden do you really think that Democrats want you as president lol.  You are a puppet i… https://t.co/p14k3L1tWr
RCDC_121,Joe Biden,@JoeBiden You have a long track record for doing nothing. What makes this any different?
zzxyxy,Joe Biden,@JoeBiden Yes we are fully aware of your political history trust me when I say just like before when you tried you… https://t.co/yPODYWnCoo
douglas_lingle,Joe Biden,@JoeBiden There's a lot of things that can be achieved in this country and if you were the president right now this… https://t.co/xCC4FFcE09
MilitusAeturnum,Joe Biden,@JoeBiden Then why didn’t you achieve it in the 8 years as Vice President and decades as a Senator?   Doing the sam… https://t.co/MyP0Ux0zY0
DebbieJim86,Joe Biden,@JoeBiden 😡
gatorna42393201,Joe Biden,@JoeBiden https://t.co/Kb2md9KjFK
mroachsullivan,Joe Biden,@JoeBiden Thank you for the hope your leadership provides in the time of crisis
tap741,Joe Biden,@JoeBiden General Barr spanked the dems yesterday. None of them can sit down today.  Also joe. It is nap time for you.
RedhillGang,Joe Biden,@JoeBiden Brown noser
JoanTrivette,Joe Biden,@JoeBiden What have you done in the last 40+ years?
agada1,Joe Biden,"@JoeBiden No m4a, no vote."
daoc151,Joe Biden,@JoeBiden You got an uphill battle that will lead nowhere
dreaminbali,Joe Biden,"@JoeBiden I am the glass is half full kind of guy Mr. VP.  With your leadership, I'd say bring those challenges on."
TransformedMe,Joe Biden,@JoeBiden https://t.co/OCu7f7DO1L
BarrondoVictor,Joe Biden,"@JoeBiden Yessir, trump 2020 baby"
praxisnchill,Joe Biden,@JoeBiden Make Karen Bass VP if you want to win.
willinois,Joe Biden,"@JoeBiden ""The children are our future!"" Ugh what a meaningless campaign this is."
niftyonline,Joe Biden,@JoeBiden You have had over 4 DECADES to prove your worth.  The people are NOT as STUPID AS YOU ARE.
Infinit45127710,Joe Biden,@JoeBiden Why haven’t any of you done anything in all the years you’ve been “public servants”? This is the reason I… https://t.co/FfCm673mIE
mamajacs62,Joe Biden,"@JoeBiden Well said Sir, well said!"
jr_basterson,Joe Biden,@JoeBiden DUDE! I remember when you used to drop the N-word more than George Wallace. https://t.co/j2zhnbQJkC
Tracyta39997029,Joe Biden,@JoeBiden I am very sure YOU WILL NOT EVER BE PRESIDENT...
VisjonE,Joe Biden,@JoeBiden You can’t remember what you ate this morning 🙄😂🤡
flinkywood,Joe Biden,@JoeBiden Go Joe.
DavidAdey1,Joe Biden,@JoeBiden Do you know what day it is.......
TonyTho89007747,Joe Biden,@JoeBiden This video proves Biden has had a startling decline in cognitive ability.  It also shows that he truly st… https://t.co/TGkECrMOVF
Kelley55J,Joe Biden,@JoeBiden Together with #Trump2020
JerryT32444,Joe Biden,@JoeBiden https://t.co/6yxcVyO18n
JackieM1507,Joe Biden,@JoeBiden https://t.co/QcoidxdThc https://t.co/qwCrw7F2A4
TweetyB65,Joe Biden,@JoeBiden Get tougher on messaging! You're bringing a knife to a gun fight. Charge up #Democrats with stronger word… https://t.co/SypdmAJ0gI
bigperm8622,Joe Biden,@JoeBiden But arent u trying to erase the history?
lamplight22,Joe Biden,@JoeBiden Nothing we can't achieve? How about healthcare? No?  So with you letting people die in a pandemic with re… https://t.co/mFvv0pNBnG
kirk_schamel,Joe Biden,@JoeBiden Joe didn't type this
EukayBrie,Joe Biden,@JoeBiden You mean the history of systemic Racism? That’s what you’re counting on? Or is there any other history?
Speakth77325129,Joe Biden,@JoeBiden What have you Democrats been doing in these cities for years that are burning? If you did your jobs they… https://t.co/QR1QDjuFS7
benjammer83,Joe Biden,@JoeBiden #TheThing 🤣🤣🤣 https://t.co/smzTTOl6qL
jpfoursc,Joe Biden,@JoeBiden You’re a career politician... nearly 50 years... and you have nothing to show.  Why would anyone believe… https://t.co/GfEEdPTaF3
jbreslin33,Joe Biden,@JoeBiden @maryfrancisperu Can we achieve Medicare for all together Joe?
rebekamendation,Joe Biden,@JoeBiden I don’t think you do. Because if you did you wouldn’t even be running tbh. Anyway. I’ll probably vote for you.
Peaceout2074,Joe Biden,@JoeBiden Thank you for the message of unity. We have been a country divided for what seems like forever in the las… https://t.co/bJWHeOD5DJ
BrendaStarrAZ,Joe Biden,@JoeBiden I wonder if Joe Biden were asked to name 20 presidents if he could do it. I wonder if Joe Biden can remem… https://t.co/P8xRir1CR0
Laurdonhope,Joe Biden,"@JoeBiden The history might be the same, but the heart of this country is very different. Do you know it?"
RSkidwell,Joe Biden,@JoeBiden https://t.co/m8OBXpRtW6
Artists4Yang,Joe Biden,@JoeBiden @LarrauryJocelyn We're going to continue spinning in bullshit until we alleviate the stress caused by pov… https://t.co/1vWOjem5xL
tocdit,Joe Biden,"@JoeBiden Tried, and wish you the best"
amprospect,Joe Biden,@JoeBiden Hahahahaha where’s my boots.... 🥾
JennElizabethJ,Joe Biden,@JoeBiden Nothing we can't achieve? So let's simply put Medicare for All on the @DNC platform
gregorymeadmil,Joe Biden,"@JoeBiden Action, not words.  You had 8 years in the White House to clean up crime in Chicago, etc. and YOU FAILED!"
WilliamMcbrier,Joe Biden,@JoeBiden LET'S GO JOE!!!!!
Reliefrm,Joe Biden,@JoeBiden @PeterArcher37 https://t.co/h4qA15inR9
IndyDogDad,Joe Biden,@JoeBiden Your history encompasses a genocide at it's inception followed by slavery to build the foundations of the… https://t.co/erNAW2jlHu
DustyFnMac,Joe Biden,"@JoeBiden I'm not optimistic. Because we'll either be stuck with you, a rapist who is losing cognitive function or… https://t.co/rQuvVbRT4Z"
Solomonscafe13,Joe Biden,@JoeBiden 45 will try to win at ANY cost. I hope your campaign is ready to topple BS.
PlanetCovid,Joe Biden,@JoeBiden https://t.co/EPZGsyQkD5
MarineRebb,Joe Biden,@JoeBiden Can you get me onto a board making millions from a foreign government?
ProgressiveVet6,Joe Biden,@JoeBiden I wonder if the person writing these feels any sense of accomplishment at coming up with such hollow mean… https://t.co/HHxi6jLMbZ
ivmaker,Joe Biden,"@JoeBiden That's why you won't be President, because American Patriots will vote together to re-elect President Trump."
IndigeniusBstrd,Joe Biden,@JoeBiden Dude seriously? This is rich even for the @JoeBiden staffer writing this crap. You know damn well Joe can… https://t.co/5WsZvdPS9S
beebopado1957,Joe Biden,@JoeBiden Who wrote this one for you?
TomRtlr1004,Joe Biden,@JoeBiden You threw away the best opportunity to win Southern states and Southern Senate seats with your not so hid… https://t.co/SzMko6kq9A
Nooter22,Joe Biden,@JoeBiden It’s time to step up your efforts to end the protests. Agitators are causing more harm &amp; fear that the co… https://t.co/A4HJcj5kfg
pardnas,Joe Biden,@JoeBiden Susan Rice for VP 💙🇺🇸💙🇺🇸💙
barbiegirlmeier,Joe Biden,@JoeBiden Asking again..who’s tweeting for you?
cabinetforthe,Joe Biden,@JoeBiden you are standing in the middle of the road blocking the way. MOVE
cworl00,Joe Biden,@JoeBiden Illusions no.... Hallucinations probably....
sdv92,Joe Biden,@JoeBiden 🤣🤣🤣🤣🤣. Sometimes you just have to laugh when you speak.  Mr. Eyes Wide Shut or was it Mr. Head in the Sand.
melbatoastlivin,Joe Biden,@JoeBiden Thought it was going to be a woman of color. Oh wait...I forgot. https://t.co/s5T15howjS
Baseballsbat,Joe Biden,"@JoeBiden Yes, after 40 year of gov’t service, your entire family became millionaires! How?"
HappyPreppers,Joe Biden,@JoeBiden No illusions 😜 ...but you have Dementia  ...and this race is NOT EVEN close! https://t.co/VaEiRSsBMK
BuckDalton2,Joe Biden,@JoeBiden You were there at the founding right?
T_Saw,Joe Biden,@JoeBiden How come you want to keep locking people up for weed Joe Biden?
DM98994029,Joe Biden,@JoeBiden You’re nothing but a Trojan horse for the far left agenda.
sam56199561,Joe Biden,"@JoeBiden First of all, I don’t believe you write your own tweets. Second of all, your a conman, a plagiarist, a liar, and a thief."
jmariebrooklyn,Joe Biden,@JoeBiden Make a statement on troop withdrawal from Germany. Please. I
leemanmaga13,Joe Biden,"@JoeBiden Not doing a thing with you, corruption stinks like high heaven."
millerduvall,Joe Biden,@JoeBiden Obama tricked us with this kind of bullshit. It won’t work a second time.
goodbye56789,Joe Biden,@JoeBiden ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
RobcoNightmare,Joe Biden,"@JoeBiden Indeed you have a massive battle ahead of you, repairing the damage the administration of the last 4 year… https://t.co/OuUz1oMED3"
Jewell09474914,Joe Biden,@JoeBiden When we start living in a World filled up with people who can feel The Inner Healing Love coming from The… https://t.co/8KHr56FIav
CapnKen60,Joe Biden,@JoeBiden https://t.co/FC4WB71xgy
RobertMargolis,Joe Biden,@JoeBiden #MedicareForAll?
Basicwon,Joe Biden,@JoeBiden Yes...like getting rid of politicians who've done nothing except make their families rich for 40 some years
FolifeBro,Joe Biden,@JoeBiden You get lead around like a horse.  No thanks
radical6216,Joe Biden,"@JoeBiden But you won't even try. Threatening to veto M4A, supporting fracking and extending the life of the fossil… https://t.co/Jh1Th3PppT"
Tower6,Joe Biden,@JoeBiden https://t.co/Do0mMz9JZA
tompyle80,Joe Biden,"@JoeBiden Thanks Mr Biden, for the wise counsel of a grown-ass adult, who belongs at the head of the cabinet table… https://t.co/XFsNRazpSA"
expressions77,Joe Biden,@JoeBiden Go Joe Go!! https://t.co/C6gRPjgALl
CaliBerner,Joe Biden,"@JoeBiden AMERICANS NEED MEDICARE 4 ALL YOU, Joe Biden, HAVE NOT EARNED ""OUR"" VOTE. Joe Biden, you are so full of s… https://t.co/FJlUhfxCFj"
joncutt,Joe Biden,"@JoeBiden We have no illusions you are blocking MFA, GND, military budget cuts, and spent your career building the… https://t.co/Fr0p45LFux"
MrsRochesterNY,Joe Biden,"@JoeBiden If we can achieve anything,  why aren't you fighting for Medicare for all?"
DebbieHeiss1,Joe Biden,@JoeBiden You have had over 40 years to fix problems and have done nothing
Remergence10,Joe Biden,"@JoeBiden In the field of psychology, the Dunning–Kruger effect is a cognitive bias in which people with low abilit… https://t.co/mSLQIqkyy8"
TShawnster,Joe Biden,@JoeBiden You are why we voted for Trump
nomoreleaders,Joe Biden,@JoeBiden STFU forever
DiannaS13,Joe Biden,@JoeBiden Please run your campaign assuming he could win.  Don’t assume the common sense will prevail over their ri… https://t.co/8OvtRG54cK
Beereeltweets,Joe Biden,@JoeBiden #Medicare4All Joe. NOT 4Profit healthcare for greed of corporate donors. #NotMeUs
txmasculinity,Joe Biden,@JoeBiden https://t.co/BOKvpIs7j2
SunnySwiatlo,Joe Biden,"@JoeBiden @DrKimChandler How long is the list you have sir, of things that you have to fix, starting in 2020? I tru… https://t.co/6gHdFCe6wh"
sellyourcause,Joe Biden,@JoeBiden The road is gonna be super tough ahead if you keep spitting on progressives.
RobertZawodski,Joe Biden,"@JoeBiden In a nutshell pedagogue, you're delusional¡!"
blackleftist7,Joe Biden,@JoeBiden A brutal history
MKSwancutt,Joe Biden,@JoeBiden https://t.co/wwzEu9dy3W
sscharf12,Joe Biden,"@JoeBiden Your words are empty, meaningless really, during a pandemic when there is so much suffering. Propping up… https://t.co/cRO3J1BugG"
tweetassassin67,Joe Biden,"@JoeBiden Green new deal Medicare for all  Otherwise, you don’t get my vote."
SJBSchu,Joe Biden,@JoeBiden I agree we COULD achieve #MedicareForAll and a #GreenNewDeal - if we had political leaders who served the… https://t.co/bLg5rR4zHF
VeroniCALI_12,Joe Biden,@JoeBiden You have no sense of reality
cobrakaideville,Joe Biden,@JoeBiden Endorse MEDICARE FOR ALL.  We all lost our insurance and we can’t afford to be without it. This country h… https://t.co/9OG6lOTjkf
RNMukMuk,Joe Biden,@JoeBiden Speaking of illusions...  Still believe the TrumPutin Fox version of 9/11?  WTC1 &amp; WTC7  E-TEAM: Mikhail… https://t.co/goQTb4kKPN
MaryMeiLi,Joe Biden,@JoeBiden @ewarren would be your best partner to navigate these crises.  No one is better on policy and follow through. Give us substance
username9472,Joe Biden,@JoeBiden https://t.co/C9mp0NzfGZ
rltrimble,Joe Biden,"@JoeBiden You say we can do this together,47 years of your bull,nothing will change as soon as your elected you'll… https://t.co/w4yzvjjOtR"
cisco_darth,Joe Biden,@JoeBiden https://t.co/c3s80Wojyc
Marysticism,Joe Biden,@JoeBiden #MedicareForAll for the win
Pickel_shots,Joe Biden,@JoeBiden Reclaiming my time! @BidenInsultBot
Frequency4441,Joe Biden,@JoeBiden this doesn't sound like words you would use????
David42716938,Joe Biden,@JoeBiden You're full of illusions!
Cindy4Sanders,Joe Biden,@JoeBiden Except #MedicareForAll #GreenNewDeal #LegalizeMarijuana  Working together to create fat stock portfolios… https://t.co/PJr0aNC71V
sam_shiva2,Joe Biden,@JoeBiden you're the ones making it tough.
inajiffy68,Joe Biden,@JoeBiden Thats exactly how the racists feel also. They are trying to be fascist together. Americans must see the d… https://t.co/0IARCsP0S4
JohnathanLoga13,Joe Biden,@JoeBiden You sure do Joe... https://t.co/3bVMzyylq1
LisaCuliner,Joe Biden,@JoeBiden #MedicareForAll 2020!!
randarchist,Joe Biden,@JoeBiden Platitudes. 👆
newdayusa2017,Joe Biden,@JoeBiden https://t.co/a0RGhPqcNO
PatriotDeeVA,Joe Biden,@JoeBiden How can this be ignored https://t.co/dn18qBjrIY
BluffsYanggang,Joe Biden,@JoeBiden Don't pick Kamala then.
AhearnTim,Joe Biden,"@JoeBiden Interesting Joe, you just stated yesterday if elected you’d be the most progressive POTUS in history, I’m… https://t.co/yPCYse8wTb"
Nykie09531373,Joe Biden,@JoeBiden Very few will Vote for Democrat Chaos.  They want calm.  They want Law and Order.  They want Trump. https://t.co/qASkwmROim
barimanalow,Joe Biden,@JoeBiden Your part of the history of racism. Your crime law disproportionately affected minorities and is what is… https://t.co/R3qDU3jC32
ilmatar71979644,Joe Biden,"@JoeBiden Except Medicare for All or a Green New Deal or free colleges, universities &amp; trade schools or student deb… https://t.co/eCkgauikrH"
LaurieB09102264,Joe Biden,@JoeBiden Nap time Joe
PotatoRodriguez,Joe Biden,"@JoeBiden ""There is nothing we're unable to achieve when we do it together.""  Let's start small ... how about a bal… https://t.co/rujng253tC"
chrisry85309675,Joe Biden,@JoeBiden Dude you sat in office for eight years and you and Obama didn’t do anything nothing but go on vacation no… https://t.co/7UM518aDBb
mrsdurkinmuses,Joe Biden,@JoeBiden Please choose @KamalaHarris .  Thank you.
Natedubb2,Joe Biden,@JoeBiden https://t.co/Ec7yCrNXIt
JohnDoh15116436,Joe Biden,@JoeBiden #Biden2020 https://t.co/YyhKzcVcPt
dawnsaffron,Joe Biden,@JoeBiden #MedicareForAll or no vote.
vintage6167,Joe Biden,@JoeBiden You will definitely not know how tough the road ahead will be because you won't remember.
impiercesonator,Joe Biden,@JoeBiden You have literally nothing but illusions
slapshotbear,Joe Biden,@JoeBiden https://t.co/N6MPuVhyEg
elston_jeffrey,Joe Biden,"@JoeBiden Except for M4A, student loan crises, holding banks accountable, holding pharma accountable, a green new d… https://t.co/zlq3x9sPwy"
storyofryguy,Joe Biden,@JoeBiden Is #MedicareForAll achievable? Because we desperately need it.
Johnny11008209,Joe Biden,@JoeBiden I’m sure you have lots of illusions Joe it’s time you retire and let someone younger take the lead. Your… https://t.co/g5IMsh8TYk
HotdogAttack,Joe Biden,@JoeBiden How about Medicare for All?
MikeHardin63,Joe Biden,@JoeBiden Fair enough. You served in the Senate for most of the history of the country.  https://t.co/SNM5VJ0Xyo
salina_kearns,Joe Biden,@JoeBiden Who ever is handling this tweeter account needs to stop. We all know that this man can not get a couple o… https://t.co/bV1Lhuyxuy
Frickfr54410822,Joe Biden,"@JoeBiden All of a sudden , Joe sounds so presidential..I cannot wait for the first live  debate . You will be exposed ."
RandyShoemake17,Joe Biden,@JoeBiden What a JOKE!!!!
lepton939,Joe Biden,@JoeBiden Stay healthy;
john_koetzner,Joe Biden,"@JoeBiden We’re with you, Joe! Let’s get America back on track after the train wreck of the past four years! https://t.co/nhga6Q5uvC"
BasuSukhendu,Joe Biden,@JoeBiden May I ask you a question Mr. President candidate of the USA? What is your stand on China in clear words?
michellemacton,Joe Biden,@JoeBiden You want to achieve communism and oppression!
BebestackerCPO,Joe Biden,@JoeBiden Maybe delusions of grandeur 🤣🤣
DebraKirkpatr10,Joe Biden,@JoeBiden https://t.co/qypm2jMbtD
AlPerez31058405,Joe Biden,@JoeBiden You go Joe.   We really need a healer right now.
CorioTim,Joe Biden,@JoeBiden The history and the heart of you and your party:  #DemPartyOfSlavery #DemPartyOfTheConfederacy… https://t.co/otGmaWuzWg
LouiseGaines18,Joe Biden,@JoeBiden Not with Creepy Uncle Joe.
princessBabs3,Joe Biden,"@JoeBiden By the way, we are peppering Portland next week with “United for Joe” signs to show support.… https://t.co/6oxpIE9mxp"
America49735142,Joe Biden,"@JoeBiden If you know history, why do you support your radical friends in their effort to erase it? You Democrats a… https://t.co/oSmC5lUsFc"
windcriestere,Joe Biden,@JoeBiden @Joey_Schwartz93 Three words Joe. Medicare for all!
MikeC_757,Joe Biden,"@JoeBiden Enact #MedicareForAll. Otherwise, you'll just continue making things tough for us."
DrJernail,Joe Biden,"@JoeBiden When good fights evil, it must not forget evil tries to masquerade as good, and is more organized. Taking… https://t.co/ardB15tpnc"
burntsock2,Joe Biden,@JoeBiden Empty words from an empty head.
Jesmilia,Joe Biden,@JoeBiden FACT about TRUMP speech 2012 at LIBERTY UNIVERSITY. https://t.co/UjvBDP4iQD
